Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDevFitness,P0   ,P25  ,P50  ,P75  ,P100 ,MeanPheromone,StandardDevPheromone,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s),PheromoneImageSaved
334,2320.0000,4388.0000,2320.0000,4836.0000,3249.5200,505.6271,2320.0000,2854.0000,3253.0000,3612.0000,4388.0000,0.1975,0.3056,0.0348,0.0348,0.0374,0.3148,1.0000,-35.6800,-62397.9126,0.0572,true
335,2320.0000,4352.0000,2320.0000,4836.0000,3203.9800,450.6411,2320.0000,2911.5000,3201.0000,3491.5000,4352.0000,0.1966,0.3055,0.0345,0.0345,0.0370,0.3117,1.0000,45.5400,80150.5154,0.0568,true
336,2320.0000,4320.0000,2320.0000,4836.0000,3222.5200,444.3343,2320.0000,2895.5000,3273.0000,3507.0000,4320.0000,0.1958,0.3054,0.0342,0.0342,0.0366,0.3085,1.0000,-18.5400,-32339.3151,0.0573,true
337,2320.0000,4250.0000,2320.0000,4836.0000,3208.2800,453.8829,2320.0000,2779.5000,3195.0000,3553.0000,4250.0000,0.1949,0.3052,0.0338,0.0338,0.0363,0.3055,1.0000,14.2400,24366.1632,0.0584,true
338,2320.0000,4110.0000,2320.0000,4836.0000,3215.1200,444.5765,2320.0000,2870.0000,3243.0000,3569.5000,4110.0000,0.1941,0.3051,0.0335,0.0335,0.0359,0.3024,1.0000,-6.8400,-11931.1760,0.0573,true
339,2320.0000,4120.0000,2320.0000,4836.0000,3188.4000,449.8982,2320.0000,2843.5000,3167.0000,3458.5000,4120.0000,0.1932,0.3050,0.0331,0.0331,0.0356,0.2994,1.0000,26.7200,45346.2403,0.0589,true
340,2320.0000,4264.0000,2320.0000,4836.0000,3198.4200,474.0909,2320.0000,2854.5000,3200.0000,3497.5000,4264.0000,0.1924,0.3049,0.0328,0.0328,0.0352,0.2964,1.0000,-10.0200,-17469.3197,0.0574,true
341,2320.0000,4410.0000,2320.0000,4836.0000,3204.2000,498.3722,2320.0000,2855.0000,3165.0000,3506.0000,4410.0000,0.1916,0.3048,0.0325,0.0325,0.0348,0.2934,1.0000,-5.7800,-9669.6914,0.0598,true
342,2320.0000,4286.0000,2320.0000,4836.0000,3196.2400,447.2176,2320.0000,2967.0000,3217.0000,3422.5000,4286.0000,0.1908,0.3047,0.0322,0.0322,0.0345,0.2905,1.0000,7.9600,14208.6784,0.0560,true
343,2320.0000,4298.0000,2320.0000,4836.0000,3253.7000,453.9224,2320.0000,2996.0000,3247.0000,3547.0000,4298.0000,0.1900,0.3046,0.0318,0.0318,0.0342,0.2876,1.0000,-57.4600,-99666.7944,0.0577,true
344,2320.0000,4204.0000,2320.0000,4836.0000,3218.6000,485.6330,2320.0000,2836.0000,3268.0000,3596.0000,4204.0000,0.1892,0.3045,0.0315,0.0315,0.0338,0.2847,1.0000,35.1000,62442.8497,0.0562,true
345,2320.0000,4282.0000,2320.0000,4836.0000,3142.7400,466.0778,2320.0000,2729.5000,3190.0000,3430.5000,4282.0000,0.1884,0.3044,0.0312,0.0312,0.0335,0.2819,1.0000,75.8600,131607.0248,0.0576,true
346,2320.0000,4220.0000,2320.0000,4836.0000,3138.7600,476.9062,2320.0000,2686.0000,3151.0000,3519.5000,4220.0000,0.1877,0.3043,0.0309,0.0309,0.0331,0.2790,1.0000,3.9800,7013.6855,0.0567,true
347,2320.0000,4452.0000,2320.0000,4836.0000,3131.6800,469.5675,2320.0000,2724.0000,3174.0000,3449.0000,4452.0000,0.1869,0.3043,0.0306,0.0306,0.0328,0.2763,1.0000,7.0800,12366.5962,0.0573,true
348,2320.0000,4038.0000,2320.0000,4836.0000,3206.9800,428.2479,2320.0000,2968.5000,3248.0000,3552.0000,4038.0000,0.1861,0.3042,0.0303,0.0303,0.0325,0.2735,1.0000,-75.3000,-131816.4233,0.0571,true
349,2320.0000,4532.0000,2320.0000,4836.0000,3289.4800,477.8132,2320.0000,2992.5000,3272.0000,3615.0000,4532.0000,0.1854,0.3041,0.0300,0.0300,0.0322,0.2708,1.0000,-82.5000,-134276.4696,0.0614,true
350,2320.0000,4436.0000,2320.0000,4836.0000,3202.7200,524.5868,2320.0000,2728.5000,3265.0000,3604.5000,4436.0000,0.1847,0.3041,0.0297,0.0297,0.0318,0.2680,1.0000,86.7600,153337.6929,0.0566,true
351,2320.0000,4480.0000,2320.0000,4836.0000,3150.0000,493.3450,2320.0000,2811.0000,3151.0000,3454.0000,4480.0000,0.1839,0.3040,0.0294,0.0294,0.0315,0.2654,1.0000,52.7200,94116.4709,0.0560,true
352,2320.0000,4418.0000,2320.0000,4836.0000,3196.0600,501.5397,2320.0000,2821.0000,3272.0000,3501.5000,4418.0000,0.1832,0.3040,0.0291,0.0291,0.0312,0.2627,1.0000,-46.0600,-79377.6626,0.0580,true
353,2320.0000,4394.0000,2320.0000,4836.0000,3132.9800,549.0562,2320.0000,2685.5000,3141.0000,3609.5000,4394.0000,0.1825,0.3039,0.0288,0.0288,0.0309,0.2601,1.0000,63.0800,112037.6537,0.0563,true
354,2320.0000,4352.0000,2320.0000,4836.0000,3147.9400,499.5655,2320.0000,2817.0000,3148.0000,3523.0000,4352.0000,0.1818,0.3038,0.0285,0.0285,0.0306,0.2575,1.0000,-14.9600,-26093.9032,0.0573,true
355,2320.0000,4374.0000,2320.0000,4836.0000,3204.9400,479.2155,2320.0000,2837.5000,3262.0000,3551.5000,4374.0000,0.1810,0.3038,0.0282,0.0282,0.0303,0.2549,1.0000,-57.0000,-102727.1351,0.0555,true
356,2320.0000,4410.0000,2320.0000,4836.0000,3254.2000,460.7493,2320.0000,2949.0000,3281.0000,3520.5000,4410.0000,0.1803,0.3038,0.0279,0.0279,0.0300,0.2524,1.0000,-49.2600,-82073.7364,0.0600,true
357,2320.0000,4214.0000,2320.0000,4836.0000,3161.5600,447.8194,2320.0000,2812.0000,3140.0000,3432.5000,4214.0000,0.1797,0.3037,0.0277,0.0277,0.0297,0.2498,1.0000,92.6400,162284.3129,0.0571,true
358,2320.0000,4316.0000,2320.0000,4836.0000,3095.9200,499.8741,2320.0000,2686.0000,3115.0000,3448.5000,4316.0000,0.1790,0.3037,0.0274,0.0274,0.0294,0.2473,1.0000,65.6400,109750.2863,0.0598,true
359,2320.0000,4328.0000,2320.0000,4836.0000,3147.0800,505.5162,2320.0000,2728.0000,3166.0000,3515.0000,4328.0000,0.1783,0.3037,0.0271,0.0271,0.0291,0.2449,1.0000,-51.1600,-91102.5438,0.0562,true
360,2320.0000,4162.0000,2320.0000,4836.0000,3119.5200,505.7336,2320.0000,2686.0000,3114.0000,3438.5000,4162.0000,0.1776,0.3036,0.0268,0.0268,0.0288,0.2424,1.0000,27.5600,49911.5320,0.0552,true
361,2320.0000,4410.0000,2320.0000,4836.0000,3201.4400,497.6151,2320.0000,2868.5000,3199.0000,3528.5000,4410.0000,0.1770,0.3036,0.0266,0.0266,0.0285,0.2400,1.0000,-81.9200,-144620.2571,0.0566,true
362,2320.0000,4354.0000,2320.0000,4836.0000,3166.5600,474.3142,2320.0000,2838.5000,3156.0000,3518.0000,4354.0000,0.1763,0.3036,0.0263,0.0263,0.0282,0.2376,1.0000,34.8800,62078.9691,0.0562,true
363,2320.0000,4410.0000,2320.0000,4836.0000,3161.4600,462.1253,2320.0000,2835.0000,3170.0000,3485.0000,4410.0000,0.1756,0.3036,0.0260,0.0260,0.0279,0.2352,1.0000,5.1000,8898.9860,0.0573,true
364,2320.0000,4106.0000,2320.0000,4836.0000,3092.7200,431.9249,2320.0000,2685.5000,3165.0000,3408.5000,4106.0000,0.1750,0.3035,0.0258,0.0258,0.0277,0.2329,1.0000,68.7400,116484.5854,0.0590,true
365,2320.0000,4190.0000,2320.0000,4836.0000,3130.6200,469.9753,2320.0000,2762.0000,3160.0000,3394.0000,4190.0000,0.1744,0.3035,0.0255,0.0255,0.0274,0.2305,1.0000,-37.9000,-65173.1301,0.0582,true
366,2320.0000,4214.0000,2320.0000,4836.0000,3182.0200,482.3011,2320.0000,2800.5000,3250.0000,3531.5000,4214.0000,0.1737,0.3035,0.0253,0.0253,0.0271,0.2282,1.0000,-51.4000,-81882.0771,0.0628,true
367,2320.0000,4196.0000,2320.0000,4836.0000,3159.9200,470.8176,2320.0000,2831.0000,3156.0000,3464.0000,4196.0000,0.1731,0.3035,0.0250,0.0250,0.0268,0.2259,1.0000,22.1000,37329.0002,0.0592,true
368,2320.0000,4262.0000,2320.0000,4836.0000,3131.2400,475.8608,2320.0000,2728.5000,3150.0000,3486.5000,4262.0000,0.1725,0.3035,0.0248,0.0248,0.0266,0.2237,1.0000,28.6800,50622.6337,0.0567,true
369,2320.0000,4178.0000,2320.0000,4836.0000,3135.0000,466.9051,2320.0000,2872.5000,3180.0000,3436.5000,4178.0000,0.1719,0.3035,0.0245,0.0245,0.0263,0.2215,1.0000,-3.7600,-6233.9075,0.0603,true
370,2320.0000,4414.0000,2320.0000,4836.0000,3105.2000,480.9283,2320.0000,2809.5000,3120.0000,3422.5000,4414.0000,0.1713,0.3035,0.0243,0.0243,0.0260,0.2192,1.0000,29.8000,51586.3674,0.0578,true
371,2320.0000,4202.0000,2320.0000,4836.0000,3079.6000,510.8212,2320.0000,2628.0000,3118.0000,3461.5000,4202.0000,0.1707,0.3035,0.0240,0.0240,0.0258,0.2170,1.0000,25.6000,44729.3612,0.0572,true
372,2320.0000,4446.0000,2320.0000,4836.0000,3210.4600,516.6045,2320.0000,2837.5000,3177.0000,3577.5000,4446.0000,0.1701,0.3035,0.0238,0.0238,0.0255,0.2149,1.0000,-130.8600,-228243.5225,0.0573,true
373,2320.0000,4248.0000,2320.0000,4836.0000,3078.7600,465.6842,2320.0000,2752.5000,3114.0000,3341.0000,4248.0000,0.1695,0.3035,0.0235,0.0235,0.0253,0.2127,1.0000,131.7000,226446.2384,0.0582,true
374,2320.0000,4110.0000,2320.0000,4836.0000,3154.5800,458.1743,2320.0000,2842.0000,3144.0000,3499.0000,4110.0000,0.1689,0.3035,0.0233,0.0233,0.0250,0.2106,1.0000,-75.8200,-125427.8393,0.0604,true
375,2320.0000,4354.0000,2320.0000,4836.0000,3134.1600,517.0649,2320.0000,2686.0000,3133.0000,3468.0000,4354.0000,0.1683,0.3035,0.0231,0.0231,0.0248,0.2085,1.0000,20.4200,35368.4940,0.0577,true
376,2320.0000,4142.0000,2320.0000,4836.0000,3128.6000,443.1798,2320.0000,2781.5000,3181.0000,3464.5000,4142.0000,0.1677,0.3035,0.0228,0.0228,0.0245,0.2064,1.0000,5.5600,9832.6156,0.0565,true
377,2320.0000,4254.0000,2320.0000,4836.0000,3172.4200,490.2490,2320.0000,2754.0000,3242.0000,3490.5000,4254.0000,0.1672,0.3035,0.0226,0.0226,0.0243,0.2043,1.0000,-43.8200,-75997.2251,0.0577,true
378,2320.0000,4410.0000,2320.0000,4836.0000,3022.8000,449.0875,2320.0000,2628.0000,3016.0000,3359.5000,4410.0000,0.1666,0.3036,0.0224,0.0224,0.0240,0.2023,1.0000,149.6200,256384.7725,0.0584,true
379,2320.0000,4410.0000,2320.0000,4836.0000,3058.6200,479.6667,2320.0000,2676.0000,3096.0000,3378.5000,4410.0000,0.1661,0.3036,0.0222,0.0222,0.0238,0.2003,1.0000,-35.8200,-59604.2359,0.0601,true
380,2320.0000,4160.0000,2320.0000,4836.0000,3153.7200,466.3720,2320.0000,2789.5000,3216.0000,3489.5000,4160.0000,0.1655,0.3036,0.0219,0.0219,0.0235,0.1983,1.0000,-95.1000,-163824.5716,0.0580,true
381,2320.0000,4306.0000,2320.0000,4836.0000,3074.3400,510.4279,2320.0000,2676.5000,3099.0000,3358.0000,4306.0000,0.1650,0.3036,0.0217,0.0217,0.0233,0.1963,1.0000,79.3800,139511.5864,0.0569,true
382,2320.0000,4492.0000,2320.0000,4836.0000,3061.6800,507.8744,2320.0000,2625.0000,3098.0000,3397.5000,4492.0000,0.1644,0.3036,0.0215,0.0215,0.0231,0.1943,1.0000,12.6600,22203.3979,0.0570,true
383,2320.0000,4340.0000,2320.0000,4836.0000,3132.7000,510.5968,2320.0000,2677.5000,3151.0000,3459.5000,4340.0000,0.1639,0.3037,0.0213,0.0213,0.0228,0.1924,1.0000,-71.0200,-123480.4017,0.0575,true
384,2320.0000,4234.0000,2320.0000,4836.0000,3064.6600,516.7370,2320.0000,2628.0000,3037.0000,3501.0000,4234.0000,0.1634,0.3037,0.0211,0.0211,0.0226,0.1905,1.0000,68.0400,118739.9327,0.0573,true
385,2320.0000,4320.0000,2320.0000,4836.0000,3089.8000,524.4916,2320.0000,2622.0000,3123.0000,3505.5000,4320.0000,0.1628,0.3037,0.0209,0.0209,0.0224,0.1886,1.0000,-25.1400,-43882.7698,0.0573,true
386,2320.0000,4144.0000,2320.0000,4836.0000,3043.8200,494.0955,2320.0000,2675.5000,2982.0000,3406.0000,4144.0000,0.1623,0.3037,0.0207,0.0207,0.0222,0.1867,1.0000,45.9800,81890.1340,0.0561,true
387,2320.0000,4248.0000,2320.0000,4836.0000,3143.0200,506.7513,2320.0000,2730.0000,3168.0000,3528.5000,4248.0000,0.1618,0.3038,0.0205,0.0205,0.0219,0.1848,1.0000,-99.2000,-182837.5952,0.0543,true
388,2320.0000,4354.0000,2320.0000,4836.0000,3115.1600,515.6319,2320.0000,2675.5000,3132.0000,3475.0000,4354.0000,0.1613,0.3038,0.0203,0.0203,0.0217,0.1830,1.0000,27.8600,51934.6883,0.0536,true
389,2320.0000,4182.0000,2320.0000,4836.0000,3106.8400,543.0666,2320.0000,2622.0000,3122.0000,3567.0000,4182.0000,0.1608,0.3038,0.0200,0.0200,0.0215,0.1811,1.0000,8.3200,14798.3195,0.0572,true
390,2320.0000,4076.0000,2320.0000,4836.0000,3091.4000,489.2129,2320.0000,2671.5000,3124.0000,3430.0000,4076.0000,0.1603,0.3038,0.0198,0.0198,0.0213,0.1793,1.0000,15.4400,27448.4009,0.0553,true
391,2320.0000,4152.0000,2320.0000,4836.0000,3054.9000,447.9271,2320.0000,2686.0000,3112.0000,3356.0000,4152.0000,0.1598,0.3039,0.0196,0.0196,0.0211,0.1775,1.0000,36.5000,60724.9393,0.0601,true
392,2320.0000,4088.0000,2320.0000,4836.0000,3012.8000,447.2356,2320.0000,2672.5000,3046.0000,3362.0000,4088.0000,0.1593,0.3039,0.0195,0.0195,0.0209,0.1757,1.0000,42.1000,76193.0272,0.0563,true
393,2320.0000,4104.0000,2320.0000,4836.0000,3055.7000,444.5642,2320.0000,2724.0000,3059.0000,3379.0000,4104.0000,0.1588,0.3039,0.0193,0.0193,0.0207,0.1740,1.0000,-42.9000,-77007.5823,0.0547,true
394,2320.0000,4094.0000,2320.0000,4836.0000,3007.7800,464.2007,2320.0000,2684.0000,3004.0000,3345.0000,4094.0000,0.1584,0.3040,0.0191,0.0191,0.0205,0.1722,1.0000,47.9200,82256.2096,0.0583,true
395,2320.0000,4136.0000,2320.0000,4836.0000,2954.2600,497.1943,2320.0000,2534.5000,2886.0000,3335.5000,4136.0000,0.1579,0.3040,0.0189,0.0189,0.0203,0.1705,1.0000,53.5200,95442.5811,0.0561,true
396,2320.0000,4336.0000,2320.0000,4836.0000,3017.5000,494.2549,2320.0000,2626.5000,3055.0000,3360.0000,4336.0000,0.1574,0.3041,0.0187,0.0187,0.0200,0.1688,1.0000,-63.2400,-110471.5655,0.0572,true
397,2320.0000,4068.0000,2320.0000,4836.0000,2975.0400,515.8721,2320.0000,2320.0000,3012.0000,3336.5000,4068.0000,0.1570,0.3041,0.0185,0.0185,0.0198,0.1671,1.0000,42.4600,73489.1964,0.0578,true
398,2320.0000,4104.0000,2320.0000,4836.0000,3039.8200,489.6061,2320.0000,2628.0000,3067.0000,3427.0000,4104.0000,0.1565,0.3041,0.0183,0.0183,0.0196,0.1655,1.0000,-64.7800,-115441.2983,0.0561,true
399,2320.0000,4136.0000,2320.0000,4836.0000,3040.8200,512.7750,2320.0000,2625.0000,3059.0000,3484.5000,4136.0000,0.1561,0.3042,0.0181,0.0181,0.0195,0.1638,1.0000,-1.0000,-1688.8583,0.0592,true
400,2320.0000,3922.0000,2320.0000,4836.0000,2988.1200,469.3257,2320.0000,2619.5000,3018.0000,3364.5000,3922.0000,0.1556,0.3042,0.0180,0.0180,0.0193,0.1622,1.0000,52.7000,82251.3458,0.0641,true
401,2320.0000,4696.0000,2320.0000,4836.0000,3057.6600,564.1642,2320.0000,2596.0000,3110.0000,3429.0000,4696.0000,0.1552,0.3043,0.0178,0.0178,0.0191,0.1605,1.0000,-69.5400,-121961.0580,0.0570,true
402,2320.0000,4058.0000,2320.0000,4836.0000,3049.1800,447.8082,2320.0000,2628.0000,3088.0000,3382.0000,4058.0000,0.1547,0.3043,0.0176,0.0176,0.0189,0.1589,1.0000,8.4800,14819.8894,0.0572,true
403,2320.0000,4320.0000,2320.0000,4836.0000,3096.2800,470.1903,2320.0000,2682.5000,3158.0000,3391.0000,4320.0000,0.1543,0.3044,0.0174,0.0174,0.0187,0.1574,1.0000,-47.1000,-82957.2955,0.0568,true
404,2320.0000,4400.0000,2320.0000,4836.0000,3044.7800,478.1641,2320.0000,2626.5000,3087.0000,3384.5000,4400.0000,0.1539,0.3044,0.0172,0.0172,0.0185,0.1558,1.0000,51.5000,91988.9256,0.0560,true
405,2320.0000,4032.0000,2320.0000,4836.0000,3030.1600,453.8081,2320.0000,2622.0000,3055.0000,3418.0000,4032.0000,0.1534,0.3044,0.0171,0.0171,0.0183,0.1542,1.0000,14.6200,26087.8099,0.0572,true
406,2320.0000,4410.0000,2320.0000,4836.0000,3035.7400,452.5271,2320.0000,2671.5000,3037.0000,3351.5000,4410.0000,0.1530,0.3045,0.0169,0.0169,0.0181,0.1527,1.0000,-5.5800,-9708.1467,0.0563,true
407,2320.0000,4284.0000,2320.0000,4836.0000,3006.1600,533.7567,2320.0000,2418.0000,2995.0000,3427.0000,4284.0000,0.1526,0.3045,0.0167,0.0167,0.0180,0.1512,1.0000,29.5800,52162.1364,0.0567,true
408,2320.0000,4410.0000,2320.0000,4836.0000,3060.5400,476.8665,2320.0000,2640.0000,3105.0000,3414.5000,4410.0000,0.1522,0.3046,0.0166,0.0166,0.0178,0.1496,1.0000,-54.3800,-96897.0838,0.0561,true
409,2320.0000,4440.0000,2320.0000,4836.0000,3041.1200,523.3488,2320.0000,2622.0000,3066.0000,3392.5000,4440.0000,0.1518,0.3046,0.0164,0.0164,0.0176,0.1481,1.0000,19.4200,32721.9728,0.0593,true
410,2320.0000,4236.0000,2320.0000,4836.0000,3112.0000,530.1539,2320.0000,2686.0000,3154.0000,3542.0000,4236.0000,0.1513,0.3047,0.0162,0.0162,0.0174,0.1467,1.0000,-70.8800,-126075.4567,0.0562,true
411,2320.0000,4104.0000,2320.0000,4836.0000,3006.9200,497.7051,2320.0000,2572.0000,3075.0000,3386.0000,4104.0000,0.1509,0.3047,0.0161,0.0161,0.0172,0.1452,1.0000,105.0800,182631.5771,0.0575,true
412,2320.0000,4178.0000,2320.0000,4836.0000,3042.8000,502.5191,2320.0000,2652.0000,2993.0000,3406.5000,4178.0000,0.1505,0.3048,0.0159,0.0159,0.0171,0.1437,1.0000,-35.8800,-62174.0110,0.0577,true
413,2320.0000,4038.0000,2320.0000,4836.0000,3040.6400,474.5857,2320.0000,2625.0000,3149.0000,3423.5000,4038.0000,0.1502,0.3048,0.0158,0.0158,0.0169,0.1423,1.0000,2.1600,3907.3311,0.0553,true
414,2320.0000,4322.0000,2320.0000,4836.0000,2996.5400,513.7996,2320.0000,2555.0000,2983.0000,3358.0000,4322.0000,0.1498,0.3049,0.0156,0.0156,0.0167,0.1409,1.0000,44.1000,77680.2322,0.0568,true
415,2320.0000,4354.0000,2320.0000,4836.0000,3047.2000,494.5003,2320.0000,2628.0000,3097.0000,3410.0000,4354.0000,0.1494,0.3049,0.0154,0.0154,0.0166,0.1395,1.0000,-50.6600,-90679.3253,0.0559,true
416,2320.0000,4228.0000,2320.0000,4836.0000,2988.5200,515.8535,2320.0000,2521.0000,3036.0000,3280.5000,4228.0000,0.1490,0.3050,0.0153,0.0153,0.0164,0.1381,1.0000,58.6800,105321.3486,0.0557,true
417,2320.0000,4100.0000,2320.0000,4836.0000,2944.8600,445.5363,2320.0000,2622.0000,2891.0000,3258.5000,4100.0000,0.1486,0.3050,0.0151,0.0151,0.0162,0.1367,1.0000,43.6600,70770.6971,0.0617,true
418,2320.0000,4410.0000,2320.0000,4836.0000,2999.1000,489.7511,2320.0000,2626.5000,2996.0000,3377.5000,4410.0000,0.1482,0.3051,0.0150,0.0150,0.0161,0.1353,1.0000,-54.2400,-98395.6288,0.0551,true
419,2320.0000,4162.0000,2320.0000,4836.0000,3007.5800,470.2845,2320.0000,2622.0000,2966.0000,3392.0000,4162.0000,0.1479,0.3051,0.0148,0.0148,0.0159,0.1340,1.0000,-8.4800,-14473.6079,0.0586,true
420,2320.0000,4452.0000,2320.0000,4836.0000,2979.0000,503.3553,2320.0000,2626.0000,2936.0000,3271.5000,4452.0000,0.1475,0.3052,0.0147,0.0147,0.0158,0.1326,1.0000,28.5800,50127.6870,0.0570,true
421,2320.0000,4368.0000,2320.0000,4836.0000,3048.0400,529.3200,2320.0000,2628.0000,3057.0000,3362.5000,4368.0000,0.1471,0.3052,0.0145,0.0145,0.0156,0.1313,1.0000,-69.0400,-124992.0794,0.0552,true
422,2320.0000,4086.0000,2320.0000,4836.0000,2886.0600,494.7245,2320.0000,2493.0000,2780.0000,3202.5000,4086.0000,0.1468,0.3053,0.0144,0.0144,0.0154,0.1300,1.0000,161.9800,288420.2767,0.0562,true
423,2320.0000,4176.0000,2320.0000,4836.0000,3015.8400,467.3735,2320.0000,2671.5000,3095.0000,3271.5000,4176.0000,0.1464,0.3053,0.0142,0.0142,0.0153,0.1287,1.0000,-129.7800,-225334.0163,0.0576,true
424,2320.0000,4162.0000,2320.0000,4836.0000,2934.5200,501.4314,2320.0000,2418.0000,2910.0000,3347.5000,4162.0000,0.1461,0.3054,0.0141,0.0141,0.0151,0.1274,1.0000,81.3200,144511.5981,0.0563,true
425,2320.0000,4614.0000,2320.0000,4836.0000,2947.5600,512.6773,2320.0000,2370.0000,2996.0000,3293.5000,4614.0000,0.1457,0.3054,0.0140,0.0140,0.0150,0.1261,1.0000,-13.0400,-22816.1099,0.0572,true
426,2320.0000,4212.0000,2320.0000,4836.0000,2990.2000,506.0854,2320.0000,2622.0000,2996.0000,3335.0000,4212.0000,0.1454,0.3055,0.0138,0.0138,0.0148,0.1249,1.0000,-42.6400,-68989.3960,0.0618,true
427,2320.0000,4414.0000,2320.0000,4836.0000,3013.0800,519.4653,2320.0000,2622.0000,2906.0000,3454.5000,4414.0000,0.1450,0.3056,0.0137,0.0137,0.0147,0.1236,1.0000,-22.8800,-39134.7257,0.0585,true
428,2320.0000,4124.0000,2320.0000,4836.0000,2927.3000,456.7990,2320.0000,2596.0000,2876.0000,3227.5000,4124.0000,0.1447,0.3056,0.0135,0.0135,0.0145,0.1224,1.0000,85.7800,151906.0867,0.0565,true
429,2320.0000,4050.0000,2320.0000,4836.0000,3005.8800,472.7815,2320.0000,2628.0000,3035.0000,3388.0000,4050.0000,0.1444,0.3057,0.0134,0.0134,0.0144,0.1212,1.0000,-78.5800,-141236.6928,0.0556,true
430,2320.0000,3998.0000,2320.0000,4836.0000,2907.7200,472.1050,2320.0000,2491.5000,2893.0000,3222.0000,3998.0000,0.1440,0.3057,0.0133,0.0133,0.0142,0.1200,1.0000,98.1600,173912.7354,0.0564,true
431,2320.0000,4312.0000,2320.0000,4836.0000,2921.2000,513.2202,2320.0000,2320.0000,2942.0000,3288.0000,4312.0000,0.1437,0.3058,0.0131,0.0131,0.0141,0.1188,1.0000,-13.4800,-24063.6079,0.0560,true
432,2320.0000,4276.0000,2320.0000,4836.0000,3042.2600,502.1796,2320.0000,2652.0000,3118.0000,3413.5000,4276.0000,0.1434,0.3058,0.0130,0.0130,0.0140,0.1176,1.0000,-121.0600,-217132.4031,0.0558,true
433,2320.0000,4088.0000,2320.0000,4836.0000,2915.9400,474.9692,2320.0000,2622.0000,2842.0000,3290.0000,4088.0000,0.1430,0.3059,0.0129,0.0129,0.0138,0.1164,1.0000,126.3200,223458.1529,0.0565,true
434,2320.0000,4136.0000,2320.0000,4836.0000,2925.5800,482.8809,2320.0000,2526.5000,2842.0000,3288.0000,4136.0000,0.1427,0.3059,0.0128,0.0128,0.0137,0.1152,1.0000,-9.6400,-16269.6852,0.0593,true
435,2320.0000,4320.0000,2320.0000,4836.0000,3060.4200,507.3923,2320.0000,2626.5000,3158.0000,3472.0000,4320.0000,0.1424,0.3060,0.0126,0.0126,0.0135,0.1141,1.0000,-134.8400,-242769.4878,0.0565,true
436,2320.0000,4274.0000,2320.0000,4836.0000,3025.7200,468.4929,2320.0000,2627.5000,3052.0000,3416.5000,4274.0000,0.1421,0.3060,0.0125,0.0125,0.0134,0.1129,1.0000,34.7000,60422.7503,0.0564,true
437,2320.0000,4154.0000,2320.0000,4836.0000,3003.3600,519.6336,2320.0000,2516.5000,3008.0000,3427.0000,4154.0000,0.1418,0.3061,0.0124,0.0124,0.0133,0.1118,1.0000,22.3600,40320.1812,0.0555,true
438,2320.0000,4304.0000,2320.0000,4836.0000,3059.7800,514.0784,2320.0000,2661.0000,2997.0000,3456.0000,4304.0000,0.1415,0.3061,0.0123,0.0123,0.0131,0.1107,1.0000,-56.4200,-99437.7765,0.0567,true
439,2320.0000,4128.0000,2320.0000,4836.0000,3026.0600,458.3421,2320.0000,2628.0000,2996.0000,3392.0000,4128.0000,0.1412,0.3062,0.0121,0.0121,0.0130,0.1096,1.0000,33.7200,59920.8874,0.0563,true
440,2320.0000,4374.0000,2320.0000,4836.0000,2943.1400,481.4516,2320.0000,2528.5000,2949.0000,3297.5000,4374.0000,0.1409,0.3063,0.0120,0.0120,0.0129,0.1085,1.0000,82.9200,144116.2106,0.0575,true
441,2320.0000,4698.0000,2320.0000,4836.0000,2908.9200,500.8320,2320.0000,2424.0000,2850.0000,3256.5000,4698.0000,0.1406,0.3063,0.0119,0.0119,0.0128,0.1074,1.0000,34.2200,61772.6327,0.0554,true
442,2320.0000,4054.0000,2320.0000,4836.0000,2925.4200,438.6597,2320.0000,2622.0000,2903.0000,3222.5000,4054.0000,0.1403,0.3064,0.0118,0.0118,0.0126,0.1063,1.0000,-16.5000,-29755.4642,0.0555,true
443,2320.0000,4100.0000,2320.0000,4836.0000,2980.9800,499.1684,2320.0000,2518.0000,2996.0000,3393.5000,4100.0000,0.1400,0.3064,0.0117,0.0117,0.0125,0.1053,1.0000,-55.5600,-91901.5482,0.0605,true
444,2320.0000,4058.0000,2320.0000,4836.0000,2958.8400,503.7647,2320.0000,2425.0000,2957.0000,3393.5000,4058.0000,0.1397,0.3065,0.0115,0.0115,0.0124,0.1042,1.0000,22.1400,39240.7778,0.0564,true
445,2320.0000,3908.0000,2320.0000,4836.0000,2955.6600,467.1438,2320.0000,2518.0000,2956.0000,3292.5000,3908.0000,0.1394,0.3065,0.0114,0.0114,0.0123,0.1032,1.0000,3.1800,5648.7340,0.0563,true
446,2320.0000,4068.0000,2320.0000,4836.0000,2881.5800,503.5331,2320.0000,2320.0000,2842.0000,3286.5000,4068.0000,0.1391,0.3066,0.0113,0.0113,0.0121,0.1021,1.0000,74.0800,130110.0877,0.0569,true
447,2320.0000,4652.0000,2320.0000,4836.0000,2978.1400,542.4685,2320.0000,2494.0000,2963.0000,3371.0000,4652.0000,0.1389,0.3066,0.0112,0.0112,0.0120,0.1011,1.0000,-96.5600,-168828.8981,0.0572,true
